joke_id,humor_score,TPJ,MTG,OFC,BA45
joke_052,5.41,0.007925339043140411,-0.02480626478791237,0.04585720971226692,-0.030172400176525116
joke_053,1.0,0.008631260134279728,-0.02692333236336708,0.04206541180610657,-0.027320828288793564
joke_054,4.33,0.01100374385714531,-0.022546427324414253,0.04405663534998894,-0.030547384172677994
joke_055,2.95,0.006235895678400993,-0.0300325658172369,0.0452687032520771,-0.024122482165694237
joke_056,9.62,0.011063775978982449,-0.029839035123586655,0.04011298343539238,-0.02705380879342556
joke_057,7.02,0.00850130058825016,-0.028443824499845505,0.048786669969558716,-0.025312060490250587
joke_058,2.95,0.008695901371538639,-0.02505125105381012,0.03651079162955284,-0.02800457365810871
joke_059,7.67,0.009952018968760967,-0.022991415113210678,0.043098244816064835,-0.03499402478337288
joke_060,5.41,0.009180576540529728,-0.02772407978773117,0.04089263081550598,-0.01896005868911743
joke_061,1.0,0.009592807851731777,-0.03213682025671005,0.04415455833077431,-0.031545523554086685
joke_062,1.0,0.006655968725681305,-0.027750125154852867,0.03702303394675255,-0.02886996604502201
joke_063,7.02,0.002896362217143178,-0.022960452362895012,0.039751775562763214,-0.026607226580381393
joke_064,2.95,0.006243678741157055,-0.029705578461289406,0.04409737139940262,-0.021255696192383766
joke_065,4.33,0.008592811413109303,-0.02999795973300934,0.040473002940416336,-0.020845012739300728
joke_066,7.02,0.004232295788824558,-0.0216198842972517,0.038804102689027786,-0.024004703387618065
joke_067,2.95,0.005529769230633974,-0.029098281636834145,0.04451778531074524,-0.023026099428534508
joke_068,8.23,0.0024784670677036047,-0.02967675030231476,0.044618986546993256,-0.014872199855744839
joke_069,4.33,0.006793067324906588,-0.036116454750299454,0.04471268504858017,-0.016698643565177917
joke_070,2.95,0.004392613656818867,-0.02530702017247677,0.0408545583486557,-0.025329479947686195
joke_071,7.67,0.008667475543916225,-0.03064560331404209,0.05270503833889961,-0.024252954870462418
joke_072,7.02,0.0020686762873083353,-0.02970256470143795,0.044889599084854126,-0.025212347507476807
joke_073,1.0,0.0037004894111305475,-0.027642060071229935,0.04538535699248314,-0.021555425599217415
joke_074,1.0,-0.0004930333816446364,-0.023908520117402077,0.033460162580013275,-0.025213230401277542
joke_075,5.41,-0.0006797919049859047,-0.03491121530532837,0.050800636410713196,-0.013484836556017399
joke_076,7.02,0.002808159915730357,-0.02577986568212509,0.03431262820959091,-0.014512769877910614
joke_077,1.0,0.001005667494609952,-0.029415789991617203,0.04168638214468956,-0.02422945573925972
joke_078,2.95,0.006464730016887188,-0.023533590137958527,0.043253540992736816,-0.030319755896925926
joke_079,4.33,0.007782800123095512,-0.030503399670124054,0.04209747165441513,-0.020032156258821487
joke_080,2.95,-6.365931039908901e-05,-0.024294747039675713,0.033135995268821716,-0.016663383692502975
joke_081,4.33,0.009018204174935818,-0.034603286534547806,0.04734569415450096,-0.015580464154481888
joke_082,7.02,3.387331889825873e-05,-0.030040979385375977,0.04329603537917137,-0.019948773086071014
joke_083,2.95,0.009399322792887688,-0.02934829518198967,0.04565608873963356,-0.02866513654589653
joke_084,5.41,0.008693653158843517,-0.025036975741386414,0.04045793414115906,-0.029751868918538094
joke_085,4.33,0.006752916146069765,-0.025254588574171066,0.04489555209875107,-0.02785373665392399
joke_086,1.0,0.006547151133418083,-0.023608822375535965,0.04077722504734993,-0.03314035013318062
joke_087,2.95,0.010318838991224766,-0.02337474562227726,0.04480631276965141,-0.015160546638071537
joke_088,6.28,0.007913196459412575,-0.02922510914504528,0.03950176760554314,-0.03679395094513893
joke_089,7.67,0.0015419300179928541,-0.022804804146289825,0.0334085188806057,-0.029361631721258163
joke_090,1.0,0.00796002708375454,-0.031562551856040955,0.042327046394348145,-0.03440907970070839
joke_091,7.67,0.008804046548902988,-0.026765553280711174,0.04586447402834892,-0.03585079684853554
joke_092,2.95,0.00031951736309565604,-0.034022118896245956,0.04289746284484863,-0.02226973883807659
joke_093,7.67,0.00840803887695074,-0.021641910076141357,0.04066368192434311,-0.03447788208723068
joke_094,5.41,0.003742427797988057,-0.02743116393685341,0.035515498369932175,-0.019245538860559464
joke_095,7.02,0.0014892859617248178,-0.02553117834031582,0.04641519486904144,-0.0324203185737133
joke_096,5.41,0.010694896802306175,-0.029659954831004143,0.03135466203093529,-0.02632836066186428
joke_097,7.67,0.00720631331205368,-0.023526562377810478,0.038348451256752014,-0.01972866803407669
joke_098,7.02,0.003982371184974909,-0.026734676212072372,0.04369035363197327,-0.010800829157233238
joke_099,7.02,0.006149264518171549,-0.02295321226119995,0.04298733174800873,-0.023501664400100708
joke_100,7.02,0.0039018758106976748,-0.028499992564320564,0.0491626039147377,-0.02911480702459812
joke_101,1.0,0.002746232785284519,-0.021710369735956192,0.042768705636262894,-0.025379754602909088
joke_102,7.02,0.009543086402118206,-0.027022792026400566,0.04578392580151558,-0.02791781909763813
joke_103,1.0,0.00936680007725954,-0.024995112791657448,0.03647516667842865,-0.03135153278708458
joke_104,1.0,0.009757613763213158,-0.020995410159230232,0.040968772023916245,-0.037691809237003326
joke_105,4.33,-0.006428344640880823,-0.02722211368381977,0.038646817207336426,-0.023220013827085495
joke_106,4.33,0.005659501999616623,-0.023112980648875237,0.04072083532810211,-0.030294882133603096
joke_107,6.28,0.002682286547496915,-0.02896256186068058,0.046457890421152115,-0.017820021137595177
joke_108,2.95,0.004221739247441292,-0.025406720116734505,0.04033251106739044,-0.023729505017399788
joke_109,5.41,0.005538499914109707,-0.02973960153758526,0.04038146138191223,-0.023949388414621353
joke_110,7.02,0.004331913776695728,-0.0298163965344429,0.04175742715597153,-0.020037775859236717
joke_111,7.02,0.004005299415439367,-0.02562667243182659,0.04040590673685074,-0.011406023986637592
joke_112,7.02,0.005242606624960899,-0.024493860080838203,0.04281220585107803,-0.022738559171557426
joke_113,1.0,0.0019155669724568725,-0.022724322974681854,0.037195973098278046,-0.038159385323524475
joke_114,5.41,0.0005803195526823401,-0.038652606308460236,0.0311140064150095,-0.004973404109477997
joke_115,2.95,0.008165921084582806,-0.022437328472733498,0.04238002002239227,-0.026835037395358086
joke_116,8.23,0.003292290959507227,-0.025703098624944687,0.04236326366662979,-0.025895526632666588
joke_117,7.67,0.009317423216998577,-0.030371716246008873,0.03752147778868675,-0.02904997579753399
joke_118,7.67,0.009039236232638359,-0.032928187400102615,0.03700552135705948,-0.022480618208646774
joke_119,5.41,0.008790242485702038,-0.025201445445418358,0.04107178747653961,-0.02480809949338436
joke_120,9.2,0.0016434264834970236,-0.0242915078997612,0.04282420501112938,-0.025791864842176437
joke_121,1.0,0.006184319034218788,-0.028065357357263565,0.04614570736885071,-0.024615028873085976
joke_122,5.41,0.0003943407500628382,-0.023832857608795166,0.043039992451667786,-0.03846164792776108
joke_123,1.0,0.00635564187541604,-0.03318875655531883,0.04029564559459686,-0.024148210883140564
joke_124,5.41,0.015043329447507858,-0.025360461324453354,0.04166540503501892,-0.03168146684765816
joke_125,7.02,0.006771438755095005,-0.030388683080673218,0.040128592401742935,-0.026129670441150665
joke_126,6.28,0.004789082333445549,-0.031789958477020264,0.042580194771289825,-0.023860247805714607
joke_127,2.95,0.01122204214334488,-0.023898420855402946,0.03720691800117493,-0.037261612713336945
joke_128,5.41,0.004587261937558651,-0.030109038576483727,0.04891340434551239,-0.02875479683279991
joke_129,2.95,0.009147970005869865,-0.023894991725683212,0.038147006183862686,-0.036531995981931686
joke_130,9.2,0.009827651083469391,-0.024221070110797882,0.042952004820108414,-0.036400649696588516
joke_131,2.95,0.0102023184299469,-0.029406536370515823,0.041362810879945755,-0.021209068596363068
joke_132,2.95,0.003143096575513482,-0.03223100304603577,0.0418550968170166,-0.031021956354379654
joke_133,1.0,0.005112418904900551,-0.027342986315488815,0.04446674510836601,-0.03347485512495041
joke_134,8.74,0.004201712552458048,-0.02717718854546547,0.03470996022224426,-0.03249881789088249
joke_135,6.28,0.001506116008386016,-0.028328822925686836,0.03315472975373268,-0.029634306207299232
joke_136,2.95,0.010370864532887936,-0.021383216604590416,0.04552493616938591,-0.042521167546510696
joke_137,1.0,0.007291289046406746,-0.03117447718977928,0.040763258934020996,-0.020718663930892944
joke_138,4.33,0.008222360163927078,-0.032794538885354996,0.039133649319410324,-0.014185676351189613
joke_139,7.67,0.012795832939445972,-0.02591535821557045,0.04110999032855034,-0.02029397524893284
joke_140,2.95,0.008905082941055298,-0.026018979027867317,0.04288946092128754,-0.0328063890337944
joke_141,8.23,0.005686398595571518,-0.02743522636592388,0.03727417811751366,-0.025583822280168533
joke_142,7.02,0.014835677109658718,-0.02629793994128704,0.04257920756936073,-0.025647567585110664
joke_143,4.33,0.010211656801402569,-0.024488326162099838,0.033785440027713776,-0.02951427921652794
joke_144,1.0,0.006548780482262373,-0.016074715182185173,0.03380987048149109,-0.03572537377476692
joke_145,7.02,0.008217353373765945,-0.026076722890138626,0.040302373468875885,-0.025821784511208534
joke_146,4.33,0.010459125973284245,-0.027487285435199738,0.03972001001238823,-0.03529816120862961
joke_147,5.41,0.0014703533379361033,-0.030982371419668198,0.032266926020383835,-0.01842990145087242
joke_148,1.0,0.0018644535448402166,-0.033280033618211746,0.0452546700835228,-0.019000833854079247
joke_149,7.67,0.008400685153901577,-0.024838382378220558,0.04112318158149719,-0.0304644163697958
joke_150,4.33,0.0031112469732761383,-0.02163899689912796,0.03670020028948784,-0.025740699842572212
joke_151,7.02,0.01239682361483574,-0.030240172520279884,0.041766729205846786,-0.03148442879319191
joke_152,7.67,0.010084787383675575,-0.029147949069738388,0.04447901248931885,-0.026777664199471474
joke_153,2.95,0.007937519811093807,-0.028654400259256363,0.042055755853652954,-0.025020020082592964
joke_154,1.0,0.006541574839502573,-0.02733394131064415,0.04437272623181343,-0.036357637494802475
joke_155,1.0,0.013938562013208866,-0.026180412620306015,0.04046846553683281,-0.022983837872743607
joke_156,4.33,0.002628166927024722,-0.02657751552760601,0.04352278634905815,-0.023771114647388458
joke_157,9.2,0.0035597481764853,-0.03183605894446373,0.0436788834631443,-0.02477026917040348
joke_158,7.02,0.009673772379755974,-0.027551818639039993,0.04526791721582413,-0.02424129657447338
joke_159,2.95,0.013612541370093822,-0.0319906510412693,0.04381463676691055,-0.007166275754570961
joke_160,7.02,0.0038073412142693996,-0.04123418405652046,0.041717205196619034,-0.01062107179313898
joke_161,7.67,-0.0017037703655660152,-0.032192133367061615,0.043154288083314896,-0.016726231202483177
joke_162,1.0,0.0064451973885297775,-0.028880329802632332,0.042761534452438354,-0.0166351068764925
joke_163,7.02,0.012896757572889328,-0.029770301654934883,0.04435795173048973,-0.028569407761096954
joke_164,1.0,0.0008684191852807999,-0.02333834394812584,0.039313413202762604,-0.0161192175000906
joke_165,5.41,0.008045627735555172,-0.026133861392736435,0.03558611869812012,-0.03903050720691681
joke_166,2.95,0.0157980564981699,-0.026505382731556892,0.038727857172489166,-0.03279222175478935
joke_167,6.28,0.009872100315988064,-0.03574730455875397,0.04079494997859001,-0.020412184298038483
joke_168,5.41,0.0034171482548117638,-0.03716224804520607,0.04036644846200943,-0.03249037265777588
joke_169,4.33,0.0071211825124919415,-0.02264798805117607,0.03716439753770828,-0.02662302553653717
joke_170,7.02,0.00857007596641779,-0.0305243618786335,0.03780209645628929,-0.020897287875413895
joke_171,4.33,-0.0036369210574775934,-0.02629656158387661,0.04404180124402046,-0.020709970965981483
joke_172,1.0,0.0015587862581014633,-0.02549375221133232,0.03794339299201965,-0.015094959177076817
joke_173,4.33,0.006295469123870134,-0.026171749457716942,0.04130144044756889,-0.02715223841369152
joke_174,4.33,0.008838917128741741,-0.027352891862392426,0.0454762801527977,-0.020389042794704437
joke_175,9.2,0.01155849453061819,-0.026350582018494606,0.04343913868069649,-0.028155595064163208
joke_176,7.67,0.007897132076323032,-0.03091881424188614,0.04458416625857353,-0.028060810640454292
joke_177,2.95,0.005162605084478855,-0.027324838563799858,0.04648308828473091,-0.02899318002164364
joke_178,7.02,0.007479315157979727,-0.03250844404101372,0.03598266467452049,-0.02278418280184269
joke_179,2.95,0.0038649183697998524,-0.02632630430161953,0.03856278583407402,-0.03605515882372856
joke_180,2.95,0.005789629649370909,-0.03716188669204712,0.04029931128025055,-0.02309432625770569
joke_181,8.23,0.009420882910490036,-0.029618246480822563,0.04348073899745941,-0.012948384508490562
joke_182,4.33,0.008062818087637424,-0.02921062894165516,0.04596150293946266,-0.020007479935884476
joke_183,2.95,0.0033944786991924047,-0.029090015217661858,0.040118902921676636,-0.014689512550830841
joke_184,4.33,0.009049302898347378,-0.026762839406728745,0.04006100073456764,-0.026172654703259468
joke_185,5.41,0.006311535835266113,-0.023257741704583168,0.04088423401117325,-0.026787102222442627
joke_186,1.0,-0.006045253481715918,-0.020680224522948265,0.0399501658976078,-0.030158819630742073
joke_187,7.02,0.007510523311793804,-0.028224801644682884,0.03760979324579239,-0.02728147804737091
joke_188,7.67,0.00572649110108614,-0.02578768879175186,0.04624226689338684,-0.01509860623627901
joke_189,1.0,0.009223157539963722,-0.029958289116621017,0.03875477984547615,-0.029750727117061615
joke_190,1.0,0.004157818853855133,-0.024364762008190155,0.04208165034651756,-0.02447386458516121
joke_191,7.02,0.005758285988122225,-0.028421550989151,0.04019435867667198,-0.024936161935329437
joke_192,7.02,0.0005976975080557168,-0.028084326535463333,0.049666546285152435,-0.022796863690018654
joke_193,1.0,0.005982208997011185,-0.033718887716531754,0.036383505910634995,-0.020175078883767128
joke_194,2.95,0.0002791233127936721,-0.022525371983647346,0.04365941882133484,-0.024705795571208
joke_195,8.74,0.013814168982207775,-0.02085106447339058,0.04029281064867973,-0.026691872626543045
joke_196,7.67,0.0014537115348502994,-0.027199778705835342,0.042236994951963425,-0.03730163723230362
joke_197,4.33,0.0046007875353097916,-0.026250923052430153,0.033526789397001266,-0.033854201436042786
joke_198,1.0,0.005505396984517574,-0.024399129673838615,0.04306738078594208,-0.029239492490887642
joke_199,4.33,0.009764895774424076,-0.027991458773612976,0.03941696137189865,-0.02941536158323288
joke_200,7.02,0.008939850144088268,-0.02837410755455494,0.03627889230847359,-0.01713396981358528
joke_201,7.02,0.012980842962861061,-0.03178921714425087,0.043071966618299484,-0.028452709317207336
joke_202,1.0,0.008246099576354027,-0.029439574107527733,0.04978466033935547,-0.026754649356007576
joke_203,6.28,0.0052732136100530624,-0.02413042075932026,0.040464214980602264,-0.037768058478832245
joke_204,2.95,0.010075027123093605,-0.028141196817159653,0.04626549780368805,-0.03146960213780403
joke_205,5.41,0.00648181838914752,-0.023043254390358925,0.03643195703625679,-0.03340660408139229
joke_206,1.0,0.0044969976879656315,-0.027290744706988335,0.04231499135494232,-0.029802808538079262
joke_207,8.23,0.008914479985833168,-0.021625323221087456,0.04240219295024872,-0.03445996716618538
joke_208,6.28,0.010074972175061703,-0.03255419060587883,0.04571196064352989,-0.02343522384762764
joke_209,1.0,0.00672161066904664,-0.027872875332832336,0.03824998810887337,-0.02952059544622898
joke_210,6.28,0.0022078787442296743,-0.030496301129460335,0.040036868304014206,-0.021146096289157867
joke_211,1.0,0.0009721915703266859,-0.03226412087678909,0.04141547158360481,-0.016153918579220772
joke_212,7.02,0.0013030660338699818,-0.03287892043590546,0.043246831744909286,-0.01940123364329338
joke_213,2.95,0.0028529816772788763,-0.02661437913775444,0.04554702341556549,-0.021630538627505302
joke_214,7.02,0.004516095854341984,-0.031017938628792763,0.03685355931520462,-0.022054368630051613
joke_215,1.0,-0.0032355505973100662,-0.015298949554562569,0.03562261536717415,-0.019731467589735985
joke_216,4.33,0.0068063754588365555,-0.026439636945724487,0.04127943143248558,-0.025088787078857422
joke_217,9.62,0.006439241115003824,-0.03034449927508831,0.04219874367117882,-0.02793843112885952
joke_218,7.02,0.006517330184578896,-0.02698064036667347,0.04545868933200836,-0.02874964103102684
joke_219,6.28,0.01017715223133564,-0.02706208825111389,0.04524591565132141,-0.031018707901239395
joke_220,1.0,0.004279448185116053,-0.02303937077522278,0.04276908561587334,-0.02764268033206463
joke_221,1.0,0.008636356331408024,-0.02732534520328045,0.03589296713471413,-0.03318099305033684
joke_222,4.33,0.0008360543288290501,-0.03183159604668617,0.038727305829524994,-0.03454485535621643
joke_223,1.0,-0.0006842832663096488,-0.025700587779283524,0.03284821659326553,-0.026031797751784325
joke_224,1.0,0.00897443201392889,-0.02806016430258751,0.04326761141419411,-0.017902934923768044
joke_225,1.0,0.009559751488268375,-0.026665471494197845,0.038532108068466187,-0.028172727674245834
joke_226,1.0,0.012487707659602165,-0.025957103818655014,0.04512900486588478,-0.027569131925702095
joke_227,2.95,0.003585274564102292,-0.02757602371275425,0.04316652938723564,-0.02089230902493
joke_228,7.67,0.011883201077580452,-0.029063304886221886,0.044567227363586426,-0.025029823184013367
joke_229,6.28,0.006657965946942568,-0.022950459271669388,0.038402944803237915,-0.030257869511842728
joke_230,2.95,0.00598215451464057,-0.027841556817293167,0.03338898718357086,-0.04117436334490776
joke_231,6.28,0.016174139454960823,-0.026464315131306648,0.039289068430662155,-0.03659682348370552
joke_232,2.95,0.006000470370054245,-0.032134588807821274,0.04753683879971504,-0.030591074377298355
joke_233,7.67,0.010670961812138557,-0.030616125091910362,0.03781454637646675,-0.015866979956626892
joke_234,4.33,0.0014734170399606228,-0.01970994845032692,0.04692818596959114,-0.021115493029356003
joke_235,7.67,0.008213571272790432,-0.031531572341918945,0.04403702914714813,-0.00996265560388565
joke_236,7.02,0.00639168918132782,-0.02513173595070839,0.03638680279254913,-0.03197377547621727
joke_237,7.02,0.007765180431306362,-0.026834361255168915,0.04178692027926445,-0.022484678775072098
joke_238,2.95,0.005535208620131016,-0.020926475524902344,0.04400402680039406,-0.010193546302616596
joke_239,1.0,0.007541293278336525,-0.027201799675822258,0.04612237587571144,-0.029080571606755257
joke_240,5.41,0.014604861848056316,-0.03412194922566414,0.047842949628829956,-0.002557876519858837
joke_241,1.0,0.007437692489475012,-0.03036792203783989,0.041895102709531784,-0.02172139845788479
joke_242,7.02,0.00042455841321498156,-0.022416789084672928,0.036421533674001694,-0.021953804418444633
joke_243,4.33,0.0038747733924537897,-0.028619002550840378,0.046475499868392944,-0.021038534119725227
joke_244,7.02,0.009882544167339802,-0.024635735899209976,0.029213890433311462,-0.020208755508065224
joke_245,7.02,0.004789245780557394,-0.026271911337971687,0.04581839591264725,-0.015221327543258667
joke_246,1.0,0.01111974474042654,-0.028651488944888115,0.03292584419250488,-0.03630080074071884
joke_247,7.02,4.14897185692098e-05,-0.029330890625715256,0.047916099429130554,-0.014641530811786652
joke_248,7.02,0.01182246208190918,-0.028414994478225708,0.04027809575200081,-0.027120428159832954
joke_249,7.67,0.005724736489355564,-0.025731468573212624,0.04090934246778488,-0.02116215042769909
joke_250,5.41,0.004738044925034046,-0.0269498098641634,0.04621969163417816,-0.0171559639275074
joke_251,1.0,0.005884143058210611,-0.022422010079026222,0.0415334515273571,-0.03448563441634178
joke_252,7.02,0.0045185028575360775,-0.0278828926384449,0.045770831406116486,-0.020337115973234177
joke_253,1.0,0.003671708982437849,-0.027879273518919945,0.04379042610526085,-0.026225663721561432
joke_254,1.0,0.003660842077806592,-0.020389104261994362,0.04544295370578766,-0.029394034296274185
joke_255,7.67,0.004279183689504862,-0.03372654691338539,0.04528610408306122,-0.02677176706492901
joke_256,7.67,0.0057806032709777355,-0.027666565030813217,0.03502851352095604,-0.023744644597172737
joke_257,1.0,0.01422386709600687,-0.02716452069580555,0.04253081977367401,-0.03070465847849846
joke_258,4.33,0.014317543245851994,-0.027863863855600357,0.04379945248365402,-0.024131737649440765
joke_259,7.02,0.0037677204236388206,-0.020598676055669785,0.05003999173641205,-0.026215212419629097
joke_260,7.02,0.012235506437718868,-0.02790946327149868,0.03920914605259895,-0.01936546340584755
joke_261,5.41,0.010250375606119633,-0.026029592379927635,0.03917625918984413,-0.03379885107278824
joke_262,5.41,0.011054059490561485,-0.02653360366821289,0.044631753116846085,-0.028532806783914566
joke_263,5.41,0.0029675252735614777,-0.02342790551483631,0.04185352474451065,-0.03881465643644333
joke_264,1.0,0.005305083468556404,-0.025202251970767975,0.04199697822332382,-0.02899985760450363
joke_265,1.0,0.0075775450095534325,-0.029385672882199287,0.0366809144616127,-0.023352479562163353
joke_266,7.67,0.01241279300302267,-0.02651754394173622,0.03277906775474548,-0.030416080728173256
joke_267,4.33,-0.003552468493580818,-0.01885739155113697,0.04291810467839241,-0.019369198009371758
joke_268,7.02,0.007285721600055695,-0.02882951684296131,0.03926362842321396,-0.026433488354086876
joke_269,1.0,0.0012390590272843838,-0.035723548382520676,0.04461373761296272,-0.018055086955428123
joke_270,7.02,0.005990700796246529,-0.02456746995449066,0.043393708765506744,-0.029221490025520325
joke_271,2.95,0.0021304620895534754,-0.027187682688236237,0.04180075228214264,-0.02094663679599762
joke_272,4.33,-0.0011987137841060758,-0.021480990573763847,0.037655867636203766,-0.033099424093961716
joke_273,8.74,-0.007686946541070938,-0.01652701012790203,0.03961874917149544,-0.021342968568205833
joke_274,5.41,0.008064701221883297,-0.02516878955066204,0.046615757048130035,-0.02985229156911373
